dates,return
20131223,0.110787044
20131224,0.112237074
20131226,0.112392035
20131227,0.113844658
20131230,0.111666435
20140102,0.111770499
20140103,0.111718524
20140106,0.112869431
20140107,0.111014234
20140108,0.111119351
20140109,0.110725798
20140110,0.110358711
20140113,0.110490689
20140114,0.110805318
20140115,0.111223359
20140116,0.111406112
20140117,0.111145029
20140120,0.110884594
20140121,0.111458182
20140122,0.111380144
20140123,0.111718524
20140124,0.111406222
20140127,0.111017306
20140128,0.111744776
20140129,0.112107621
20140203,0.112185447
20140204,0.112471645
20140205,0.111796476
20140206,0.111640424
20140207,0.111796586
20140210,0.111562351
20140211,0.111562351
20140212,0.111562351
20140213,0.111562351
20140214,0.111562351
20140217,0.111562351
20140218,0.111562351
20140219,0.111562351
20140220,0.111562351
20140221,0.111562351
20140224,0.111562351
20140225,0.111406222
20140226,0.111536401
20140227,0.111692439
20140228,0.111692439
20140303,0.111173272
20140304,0.111952114
20140305,0.111952114
20140306,0.111952114
20140307,0.111952114
20140310,0.111952114
20140311,0.111485984
20140312,0.112185252
20140313,0.112185252
20140314,0.112651675
20140317,0.111796585
20140318,0.112081723
20140319,0.112003969
20140320,0.112003969
20140321,0.111900319
20140324,0.112055797
20140325,0.112107621
20140326,0.112029886
20140327,0.112081723
20140328,0.111952135
20140331,0.112081723
20140401,0.112003969
20140402,0.112211471
20140403,0.111952135
20140404,0.111978132
20140407,0.111874303
20140408,0.111796389
20140409,0.111796389
20140410,0.111744449
20140411,0.11182236
20140414,0.111666631
20140415,0.111900232
20140416,0.111900232
20140417,0.111900232
20140418,0.111900232
20140421,0.111900232
20140422,0.111848346
20140423,0.111718785
20140424,0.112029886
20140425,0.112029886
20140428,0.111926263
20140429,0.111978131
20140430,0.11213349
20140502,0.112237074
20140507,0.112185339
20140508,0.112185447
20140509,0.11200399
20140512,0.111978066
20140513,0.111900232
20140514,0.111900232
20140515,0.111900232
20140516,0.111900232
20140519,0.111900232
20140520,0.111900232
20140521,0.111900232
20140522,0.111900232
20140523,0.111900232
20140526,0.111900232
20140527,0.111848346
20140528,0.111926176
20140529,0.111926176
20140530,0.111926176
20140602,0.111926176
20140603,0.111926176
20140605,0.111926176
20140609,0.111718785
20140610,0.112081723
20140611,0.112003969
20140612,0.11247123
20140613,0.112030432
20140616,0.111796586
20140617,0.111562351
20140618,0.111458248
20140619,0.111770609
20140620,0.111536313
20140623,0.111536313
20140624,0.111536313
20140625,0.111380144
20140626,0.111510357
20140627,0.111666435
20140630,0.111666435
20140701,0.111770499
20140702,0.113130835
20140703,0.110909409
20140704,0.110988166
20140707,0.110752045
20140708,0.110752045
20140709,0.111225142
20140710,0.110937021
20140711,0.110674385
20140714,0.110120216
20140715,0.110278748
20140716,0.110570432
20140717,0.112071753
20140718,0.108844935
20140721,0.108576781
20140722,0.10898009
20140723,0.109659567
20140724,0.107498387
20140725,0.107633819
20140728,0.107552558
20140729,0.107335985
20140730,0.108203008
20140731,0.107715829
20140801,0.107390102
20140804,0.107090993
20140805,0.107499228
20140806,0.107227336
20140807,0.107337149
20140808,0.107668709
20140811,0.106298732
20140812,0.106243857
20140813,0.106795311
20140814,0.106550762
20140818,0.105472579
20140819,0.105278599
20140820,0.105361894
20140821,0.10522324
20140822,0.105390255
20140825,0.105001197
20140826,0.104945609
20140827,0.1050015
20140828,0.104667107
20140829,0.104611359
20140901,0.104750734
20140902,0.105505693
20140903,0.104248053
20140904,0.104248053
20140905,0.104640475
20140911,0.104332644
20140912,0.10640297
20140915,0.103180687
20140916,0.103269361
20140917,0.10249932
20140918,0.101897348
20140919,0.101638838
20140922,0.101753814
20140923,0.101581355
20140924,0.10140895
20140925,0.101725028
20140926,0.101638838
20140929,0.101638838
20140930,0.102445437
20141001,0.104382723
20141002,0.099665644
20141006,0.099724266
20141007,0.099577716
20141008,0.099665644
20141010,0.099958974
20141013,0.099753973
20141014,0.099401544
20141015,0.101650684
20141016,0.09977154
