dates,return
20130425,0.009880952
20130426,-0.00569767
20130429,-0.003122036
20130430,0.013756194
20130502,-0.003128422
20130503,0.004315079
20130506,-0.003202875
20130507,-0.005329154
20130508,0.000709108
20130509,0.01381781
20130510,-0.018677436
20130513,0.002255461
20130514,0.011844131
20130515,0.001209567
20130516,0.009314108
20130520,-0.00150585
20130521,-0.00162413
20130522,0.007785266
20130523,-0.013567009
20130524,0.002571495
20130527,0.003381004
20130528,0.001549247
20130529,0.009010403
20130530,0.001111452
20130531,0.000995368
20130603,-0.004512946
20130604,0.000960467
20130605,-0.015467874
20130607,-0.020700947
20130610,0.003980892
20130611,-0.007969865
20130612,-0.006754866
20130613,-0.016136821
20130614,0.003558428
20130617,-0.00240463
20130618,0.009641704
20130619,-0.006838506
20130620,-0.021104954
20130621,-0.015358362
20130624,-0.013103944
20130625,-0.007367114
20130626,-0.000992449
20130627,0.030796475
20130628,0.015168657
20130701,-0.005035704
20130702,-0.001037129
20130703,-0.017317276
20130704,0.008156193
20130705,-0.005365526
20130708,-0.009103169
20130709,0.007740728
20130710,-0.002996539
20130711,0.032383694
20130712,-0.004756438
20130715,0.002925181
20130716,-0.00579222
20130717,0.011569292
20130718,-0.007760804
20130719,-0.003663758
20130722,0.004751477
20130723,0.014187022
20130724,0.004906135
20130725,-0.000524532
20130726,0.000363328
20130729,-0.005125101
20130730,0.009126678
20130731,-0.003175496
20130801,0.003629179
20130802,0.001767849
20130805,-0.004331609
20130806,-0.005840886
20130807,-0.016410049
20130808,0.002636457
20130809,-0.001068244
20130812,0.002673467
20130813,0.018131102
20130814,0.006526994
20130816,-0.0023617
20130819,-0.001364202
20130820,-0.015107075
20130821,-0.010769796
20130822,-0.008742629
20130823,0.012480759
20130826,0.00961499
20130827,0
20130828,-0.000162794
20130829,0.012984898
20130830,0.011572772
20130902,-0.002423135
20130903,0.003663441
20130904,0.000396747
20130905,0.009795756
20130906,0.002474275
20130909,0.011243879
20130910,0.011932435
20130911,0.004517611
20130912,-0.000228676
20130913,-0.005680085
20130916,0.011616762
20130917,-0.004926855
20130923,0.00175198
20130924,-0.000722379
20130925,-0.005250542
20130926,0.004704532
20130927,0.000989797
20130930,-0.007720392
20131001,0.002184661
20131002,0.00149151
20131004,-0.000343682
20131007,0.0002674
20131008,0.004926485
20131010,-0.000912062
20131011,0.01312286
20131014,-0.002027408
20131015,0.012076295
20131016,-0.002862241
20131017,0.00499534
20131018,0.006120405
20131021,-7.37E-05
20131022,-0.000405575
20131023,-0.011360702
20131024,0.004962131
20131025,-0.006868132
20131028,0.008336137
20131029,0.002001928
20131030,0.004291845
20131031,-0.016688771
20131101,0.00644412
20131104,-0.007594089
20131105,-0.006114258
20131106,-0.001283213
20131107,-0.004837125
20131108,-0.010670616
20131111,-0.001458565
20131112,0.01022487
20131113,-0.018149994
20131114,0.001550147
20131115,0.022287572
20131118,0.003141559
20131119,0.010489379
20131120,-0.008177439
20131121,-0.012875536
20131122,0.006331045
20131125,0.00511635
20131126,0.003959127
20131127,0.003342597
20131128,0.009545199
20131129,-0.000482017
20131202,-0.007382127
20131203,-0.010239928
20131204,-0.012686905
20131205,-0.001453266
20131206,-0.001493681
20131209,0.011468682
20131210,-0.003868032
20131211,-0.008108725
20131212,-0.005757052
20131213,-0.003898861
20131216,-0.000542552
20131217,0.003179527
20131218,0.00487013
20131219,0.000846219
20131220,0.004112221
20131223,0.007540093
20131224,0.001291597
20131226,-0.001631383
20131227,0.000646019
20131230,0.003493848
20140102,-0.024977293
20140103,-0.012265176
20140106,0.003654511
20140107,0.002231706
20140108,-0.000859442
20140109,-0.00832812
20140110,-0.004534164
20140113,0.006337136
20140114,-0.000432935
20140115,0.002992479
20140116,0.002473207
20140117,-0.007440476
20140120,0.005326284
20140121,0.006004474
20140122,0.002886791
20140123,-0.012992065
20140124,-0.003349886
20140127,-0.015579896
20140128,0.003856196
20140129,0.011924293
20140203,-0.011388351
20140204,-0.018839246
20140205,0.003016714
20140206,0.010242237
20140207,0.007845188
20140210,-0.000159674
20140211,0.005589492
20140212,0.001746933
20140213,-0.005310927
20140214,0.007052636
20140217,0.003560972
20140218,7.89E-05
20140219,-0.002917291
20140220,-0.007789024
20140221,0.017015342
20140224,-0.004741008
20140225,0.008779182
20140226,0.004175773
20140227,0.003769772
20140228,0.00050333
20140303,-0.008204017
20140304,-0.005891763
20140305,0.009890886
20140306,0.00128255
20140307,-0.00108683
20140310,-0.011152127
20140311,0.003968878
20140312,-0.017143528
20140313,-7.96E-05
20140314,-0.008244056
20140317,0.004537788
20140318,0.006875874
20140319,-0.002183666
20140320,-0.010504536
20140321,0.008042464
20140324,0.006502314
20140325,-0.002972534
20140326,0.013992686
20140327,0.008546338
20140328,0.000699681
20140331,0.002602548
20140401,0.003254426
20140402,0.002896312
20140403,-0.001386215
20140404,0.000501272
20140407,0.001618684
20140408,0.002231713
20140409,0.002841018
20140410,0.004594005
20140411,-0.007164361
20140414,-7.68E-05
20140415,-0.002955741
20140416,0.0003465
20140417,-0.000654274
20140418,0.007163213
20140421,-0.002370756
20140422,0.002491376
20140423,-0.001338176
20140424,-0.000459418
20140425,-0.014018692
20140428,-0.002408515
20140429,-0.003894081
20140430,-0.001837373
20140502,-0.00101829
20140507,-0.010663739
20140508,0.005904498
20140509,0.00185156
20140512,0.005858991
20140513,0.010164191
20140514,0.015595975
20140515,-0.000114316
20140516,0.002172256
20140519,0.001711222
20140520,-0.001442563
20140521,-0.00243309
20140522,0.003544207
20140523,0.000341776
20140526,-0.004137879
20140527,-0.007509625
20140528,0.010178215
20140529,-0.00167294
20140530,-0.010016377
20140602,0.005616681
20140603,0.003136955
20140605,-0.006330562
20140609,-0.003377341
20140610,0.011398644
20140611,-7.61E-05
20140612,-0.002322748
20140613,-0.012442273
20140616,0.002628019
20140617,0.003854604
20140618,-0.00664286
20140619,0.000502513
20140620,-0.01359966
20140623,0.005718538
20140624,0.011605717
20140625,-0.00612127
20140626,0.00724357
20140627,-0.004807138
20140630,0.00687843
20140701,-0.003147068
20140702,0.008855009
20140703,-0.003472752
20140704,-0.001914755
20140707,-0.002609063
20140708,-7.69E-05
20140709,-0.004078021
20140710,0.001158883
20140711,-0.009453255
20140714,0.002142412
20140715,0.012166207
20140716,0.001612903
20140717,0.004255809
20140718,-0.00103081
20140721,-0.000573263
20140722,0.005162326
20140723,-0.001141292
20140724,0.000609385
20140725,0.00285475
20140728,0.007818727
20140729,0.009339811
20140730,0.011790605
20140731,-0.005494708
20140801,-0.00415307
20140804,0.004058683
20140805,-0.007491192
20140806,-0.003848597
20140807,-0.0036009
20140808,-0.013627466
20140811,0.004961453
20140812,7.60E-05
20140813,0.009759247
20140814,-0.00011282
20140818,-0.006168196
20140819,0.009006963
20140820,0.000637612
20140821,-0.015967615
20140822,0.006589723
20140825,0.00075683
20140826,0.002571277
20140827,0.002790978
20140828,0.00116594
20140829,-0.002930238
20140901,-0.000527486
20140902,-0.010027519
20140903,-0.001294696
20140904,0.003507835
20140905,-0.00417949
20140911,-0.008737457
20140912,0.006120092
20140915,-0.003175332
20140916,0.00341572
20140917,0.009791547
20140918,-0.008673914
20140919,0.002254318
20140922,-0.008234532
20140923,-0.006380934
20140924,0.001508762
20140925,-0.001622373
20140926,-0.000502979
20140929,-0.001470987
20140930,-0.00457453
20141001,-0.015422362
20141002,-0.010877734
20141006,-0.003479165
20141007,0.002969622
20141008,-0.006281759
20141010,-0.013287164
20141013,-0.003590957
20141014,0.001187648
20141015,-0.002454289
20141016,-0.004428589
20141017,-0.012150418
20141020,0.016927952
20141021,-0.009922099
20141022,0.010932582
20141023,-0.003031296
20141024,-0.001931136
20141027,0.004034416
20141028,-0.002419123
20141029,0.021948212
20141030,0.000804376
20141031,0.006470021
20141103,-0.007027351
20141104,-0.008765933
20141105,-0.00263681
20141106,0.005409583
20141107,0.000809094
20141110,0.013137152
20141111,-0.000758059
20141112,0.003234178
20141113,-0.004576932
20141114,-0.007716605
20141117,0.00048352
20141118,0.009464358
20141119,-0.001276681
20141120,-0.005472776
20141121,0.003775707
20141124,0.009763906
20141125,-0.002457002
20141126,0.001112347
20141127,0.00515873
20141128,0.001579155
20141201,-0.00831691
20141202,-0.00071545
20141203,0.000954616
20141204,0.009576793
20141205,0.000708494
20141208,-0.002084644
20141209,-0.001970754
20141210,-0.015244264
20141211,-0.015279727
20141212,0.003665391
20141215,-0.000689823
20141216,-0.007471474
20141217,-0.002904717
20141218,0.000410307
20141219,0.016979739
20141222,0.007017261
20141223,-0.002563076
20141224,0.004055248
20141226,-8.00E-05
20141229,-0.014997001
20141230,-0.009135201
20150102,0.003032166
20150105,-0.002165121
20150106,-0.017727012
20150107,0.002500729
20150108,0.014177026
20150109,0.008649668
20150112,-0.001422475
20150113,0.002401302
20150114,-0.001218076
20150115,-0.000934997
20150116,-0.014404297
20150119,0.010568904
20150120,0.010049841
20150121,0.005460282
20150122,-0.000482723
20150123,0.007445567
20150126,-0.00071908
20150127,0.008235388
20150128,3.97E-05
20150129,-0.006938662
20150130,-0.002315739
20150202,0.002921402
20150203,-0.000917761
20150204,0.004872594
20150205,-0.007233704
20150206,0.001521339
20150209,-0.003597697
20150210,-0.006419
20150211,0.002987967
20150212,-0.002777778
20150213,0.008275806
20150216,0.000200192
20150217,0.002241704
20150223,0.001717458
20150224,0.001913876
20150225,0.006685769
20150226,-0.000118596
20150227,-0.005811885
20150302,0.008709139
20150303,0.003351074
20150304,-0.000746562
20150305,-0.000589831
20150306,0.007082153
20150309,-0.012462885
20150310,-0.004035289
20150311,0.0016286
20150312,-0.007455584
20150313,0.007591498
20150316,0.00103101
20150317,0.022738076
20150318,0.000154931
20150319,0.002981953
20150320,-0.001119734
20150323,0.00096637
20150324,0.000810967
20150325,-0.000848896
20150326,-0.011392601
20150327,-0.001757881
20150330,0.002191438
20150331,0.004607575
20150401,-0.008978545
20150402,7.84E-05
20150403,0.006902231
20150406,0.000701071
20150407,-0.000194606
20150408,0.006345375
20150409,-0.000696298
20150410,0.014013084
20150413,0.005840809
20150414,0.007932291
20150415,0.000753097
20150416,0.010083907
20150417,-0.000633265
20150420,0.001006411
20150421,-0.001415007
20150422,0.00175262
20150423,0.014703693
20150424,-0.00564951
20150427,-0.003689356
20150428,-0.005554527
20150429,-0.001936325
20150430,-0.00600679
20150504,0.003415659
20150506,-0.012344294
20150507,-0.005908419
20150508,-0.006324532
20150511,0.002607262
20150512,-0.000267697
20150513,0.00700023
20150514,0.001671415
20150515,-0.008949903
20150518,0.002449011
20150519,0.003626369
